(+)-alpha-pinene	CC1=CCC2CC1C2(C)C	GRWFGVWFFZKLTI-UHFFFAOYSA-N
Phenyllactate	O=C([O-])C(O)Cc1ccccc1	VOXXWSYKYCBWHO-UHFFFAOYSA-M
Phosphatidyl-N-Dimethylethanolamine	CN(C)CCO	UEEJHVSXFDXPFK-UHFFFAOYSA-N
Phosphatidyl-N-Methylethanolamine	CNCCOP(=O)(O)OCC(COC([*])=O)OC([*])=O	
Pi	O=P([O-])([O-])O	NBIIXXVUZAFLBC-UHFFFAOYSA-L
Pristanoyl Coenzyme A	CC(C)CCCC(C)CCCC(C)CCC[C@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	XYJPSQPVCBNZHT-DHBXAFLLSA-N
RNA	[*][C@@H]1O[C@H](COP(=O)(O)O[C@@H]2[C@@H](COP(=O)(O)O[C@@H]3[C@@H](COP(=O)(O)O)O[C@@H]([*])[C@@H]3O)O[C@@H]([*])[C@@H]2O)[C@@H](O)[C@H]1O	
RNA-3-terminal-phosphate	[*][C@@H]1O[C@H](COP(=O)(O)O[C@@H]2[C@@H](COP(=O)(O)O[C@@H]3[C@@H](CO)O[C@@H]([*])[C@@H]3O)O[C@@H]([*])[C@@H]2O)[C@@H](OP(=O)(O)O)[C@H]1O	
S-(1,2-dichlorovinyl)glutathione	C(CC(=O)NC(CSC(=CCl)Cl)C(=O)NCC(=O)O)C(C(=O)O)N	IXARYIJEQUJTIZ-KWRIXSAHSA-N
S-(11-OH-9-deoxy-delta9,12-PGD2)-glutathione	CCCCC[C@H](O)C/C=C1/C(O)CC(SC[C@H](NC(=O)CC[C@@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])[C@H]1C/C=C\CCCC(=O)[O-]	QZWLKAYYUQXKSI-KBQILROESA-L
S-(11-hydroxy-9-deoxy-delta12-PGD2)-glutathione	CCCCCC(CC(C1C(CCC1O)CC=CCCCC(=O)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O	BVYNXGKKWADCHD-RXULBTIMSA-N
S-(2,2-dichloro-1-hydroxy)ethyl glutathione	C(CC(=O)NC(CSC(C(Cl)Cl)O)C(=O)NCC(=O)O)C(C(=O)O)N	RULDRNMMLPUXQI-LBHDVABESA-N
S-(2-chloroacetyl)glutathione	C(CC(=O)NC(CSC(=O)CCl)C(=O)NCC(=O)O)C(C(=O)O)N	QJDRMMRBPVHMAD-BQBZGAKWSA-N
S-(2-hydroxyethyl)glutathione	N[C@@H](CCC(=O)N[C@@H](CSCCO)C(=O)NCC(=O)O)C(=O)O	UUZCUSQQEJSIHR-YUMQZZPRSA-N
S-(2-methylbutanoyl)-dihydrolipoamide	CCC(C)C(=O)SCCC(S)CCCCC(N)=O	UFNCWFSSEGPJNL-UHFFFAOYSA-N
S-(2-methylpropanoyl)-dihydrolipoamide	CC(C)C(=O)SCCC(S)CCCCC(N)=O	UEFURMXXHJCLJP-UHFFFAOYSA-N
S-(3-methylbutanoyl)-dihydrolipoamide	CC(C)CC(=O)SCCC(S)CCCCC(N)=O	KMUSXGCRMMQDBP-UHFFFAOYSA-N
S-(9-deoxy-delta12-PGD2)-glutathione	CCCCCC(CC(C1C(CCC1=O)CC=CCCCC(=O)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O	FRARAXHWXSZZOK-JXVDKITNSA-N
S-(9-deoxy-delta9,12-PGD2)-glutathione	CCCCC[C@H](O)C/C=C1/C(=O)CC(SC[C@H](NC(=O)CC[C@@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])[C@H]1C/C=C\CCCC(=O)[O-]	RPHLHZIDWIFTII-RJQMMLODSA-L
S-(PGA1)-glutathione	CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O	HXBAELAEMDXAJM-OTMUHFDOSA-N
S-(PGA2)-glutathione	CCCCCC(O)/C=C/[C@@H]1C(SC[C@@H](NC(=O)CC[C@@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])CC(=O)[C@@H]1C/C=C\CCCC(=O)[O-]	XUKIKVBUXFVHNV-MFAQWRDPSA-L
S-(PGJ2)-glutathione	CCCCCC(C=CC1C(C(CC1=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)CC=CCCCC(=O)O)O	RJCPXHXLCWWGHO-APFRPCTBSA-N
S-(formylmethyl)glutathione	C(CC(=O)NC(CSCC=O)C(=O)NCC(=O)O)C(C(=O)O)N	VKLQBAQSSOPXGF-YUMQZZPRSA-N
S-Sulfo-L-Cysteine	N[C@@H](CSS(=O)(=O)O)C(=O)O	NOKPBJYHPHHWAN-REOHCLBHSA-N
S-[(2E,6E)-farnesyl]-L-cysteine methyl ester	COC(=O)[C@@H](N)CSC/C=C(\C)CC/C=C(\C)CCC=C(C)C	SIEHZFPZQUNSAS-GCVUPTOQSA-N
S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-3-thiolactate	O=C([O-])CC(SCC(O)C(=O)[O-])c1cnc[nH]1	SRMWPLGMMNSTOE-UHFFFAOYSA-L
S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-L-cysteine	N[C@H](CSC(CC(=O)[O-])c1cnc[nH]1)C(=O)O	ABJUPPXFQYZWTK-FOUAAFFMSA-M
S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]glutathione	N[C@H](CCC([O-])=N[C@H](CSC(CC(=O)[O-])c1cnc[nH]1)C(O)=NCC(=O)O)C(=O)O	GAVRWBMQPWMOGY-TZIJJQLOSA-L
S-acetyldihydrolipoamide	CC(=O)SC(CCS)CCCCC(N)=O	ARGXEXVCHMNAQU-UHFFFAOYSA-N
S-adenosylmethioninamine	C[S+](CCCN)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	ZUNBITIXDCPNSD-LSRJEVITSA-N
S-aminomethyldihydrolipoamide	NCSCCC(S)CCCCC(N)=O	KALYVIJGKPJBQV-UHFFFAOYSA-N
S-glutaryldihydrolipoamide	NC(=O)CCCCC(S)CCSC(=O)CCCC(=O)O	PWTIHZUSTBSVGF-UHFFFAOYSA-N
S-glutathionyl-ethacrynic acid	C=C(CC)C(=O)c1ccc(OCC(=O)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)c(Cl)c1Cl	BIJQYNCUDQBFTN-KBPBESRZSA-N
S-methyl-5-thio-D-ribulose-1-phosphate	CSC[C@@H](O)[C@@H](O)C(=O)COP(=O)(O)O	CNSJRYUMVMWNMC-RITPCOANSA-N
S-palmitoylprotein	CCCCCCCCCCCCCCCC(=O)SC[C@H](NC([*])=O)C(=O)N[*]	
S-propanoyldihydrolipoamide	CCC(=O)SCC[C@H](S)CCCCC(=O)N[*]	
S-succinyldihydrolipoamide	NC(=O)CCCCC(S)CCSC(=O)CCC(=O)O	KWKBJWYJJBQOAE-UHFFFAOYSA-N
SAH	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O	ZJUKTBDSGOFHSH-WFMPWKQPSA-N
SAICAR	[H][C@]1(COP(=O)(O)O)O[C@@]([H])(n2cnc(C(=O)N[C@@H](CC(=O)O)C(=O)O)c2N)[C@H](O)[C@@H]1O	NAQGHJTUZRHGAC-ZZZDFHIKSA-N
SAM	C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	MEFKEPWMEQBLKI-AIRLBKTGSA-O
SM pool	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](COP(=O)(O)OCC[N+](C)(C)C)NC(=O)C[N+](C)(C)C	CSURBFNJGNBURS-AHHYHCMUSA-P
STAR	[O-][Si](=O)[O-].[Na+].[Na+]	NTHWMYGWWRZVTN-UHFFFAOYSA-N
Sebacicacid	O=C(O)CCCCCCCCC(=O)O	CXMXRPHRNRROMY-UHFFFAOYSA-N
Sebacoyl Coenzyme A	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCC(=O)[O-]	JZXNELIZHJCEFA-PVMJKYSESA-I
Stearoyl-ACP	CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OC[C@H](N[*])C([*])=O	
Suberic Acid	O=C([O-])CCCCCCC(=O)[O-]	TYFQFVWCELRYAO-UHFFFAOYSA-L
Suberyl Coenzyme A	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCC(=O)[O-]	DBCRIBJPCBKAME-NOQDIWQESA-I
T-antigen	CC(=O)N[C@H]1[C@@H]([*])O[C@H](CO)[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O	
TAG epoxide	ClC1OC1(Cl)Cl	CMMXCVYESRODNH-UHFFFAOYSA-N
TAG-LD pool	[*]C(=O)OCC(COC([*])=O)OC([*])=O	
TAG-VLDL pool	[*]C(=O)OCC(COC([*])=O)OC([*])=O	
TAG-chylomicron pool	[*]C(=O)OCC(COC([*])=O)OC([*])=O	
TAG-extraction	[*]C(=O)OCC(COC([*])=O)OC([*])=O	
THF	Nc1nc2c(c(=O)n1)NC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2	MSTNYGQPCMXVAQ-KIYNQFGBSA-N
TRH	NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1	XNSAINXGIQZQOO-SRVKXCTJSA-N
Taurohyocholic acid; N-(3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oyl)taurine	[H][C@@]12CC[C@]([H])([C@H](C)CCC(=O)NCCS(=O)(=O)O)[C@@]1(C)CC[C@]1([H])[C@@]3(C)CC[C@@H](O)C[C@@]3([H])[C@@H](O)[C@@H](O)[C@@]21[H]	XSOLDPYUICCHJX-QZEPYOAJSA-N
Tetracosa-9,12,15,18,21-All-Cis-Pentaenoyl Coenzyme A	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	BNAMTMVBOVNNSH-AFQBPCMKSA-N
Tiglyl Carnitine	CC=C(C)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C	WURBQCVBQNMUQT-OLKPEBQYSA-N
Tn-antigen	CC(=O)N[C@H]1[C@@H](O[*])O[C@H](CO)[C@H](O)[C@@H]1O	
Trans,Cis-2,9-Octadecadienoyl Coenzyme A	CCCCCCCC/C=C\CCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	REOYMONHGHULEY-QPXATSSCSA-J
UDP	O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1	XCCTYIAWTASOJW-XVFCMESISA-N
UDP-N-acetyl-D-galactosamine	CC(=O)N[C@H]1C(OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)nc3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@H](O)[C@@H]1O	LFTYTUAZOPRMMI-LDDHHVEYSA-N
UDP-N-acetylglucosamine	CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)nc3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O	LFTYTUAZOPRMMI-CFRASDGPSA-N
UDP-galactose	O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)n1	HSCJRCZFDFQWRP-ABVWGUQPSA-N
UDP-glucose	O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)n1	HSCJRCZFDFQWRP-RDKQLNKOSA-N
UDP-glucuronate	O=C(O)[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)nc3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	HDYANYHVCAPMJV-LXQIFKJMSA-N
UDP-xylose	O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)n1	DQQDLYVHOTZLOR-OCIMBMBZSA-N
UMP	O=c1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1	DJJCXFVJDGTHFX-XVFCMESISA-N
UTP	O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1	PGAVKCOVUIYSFO-XVFCMESISA-N
VI2Fuc-nLc6	CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)CO)O)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)O)O)OC7C(C(C(C(O7)C)O)O)O)O)NC(=O)C)O)O)NC(=O)C)O)O)O)NC(=O)C)O	BDMQXHLLYKIDGP-JWQUWGBTSA-N
VI3NeuAc-nLc6Cer	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@]7(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O7)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(C)=O	DKFPAZPUUSLXBX-RFNWSYJBSA-N
Vitamin A2	CC1=C(C(CC=C1)(C)C)C=CC(=CC=CC(=CCO)C)C	XWCYDHJOKKGVHC-OVSJKPMPSA-N
W-Hydroxydocosanoicacid	O=C(O)CCCCCCCCCCCCCCCCCCCCCO	IBPVZXPSTLXWCG-UHFFFAOYSA-N
XTP	O=c1nc(=O)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O)c2n1	CAEFEWVYEZABLA-UUOKFMHZSA-N
[beta-adrenergic-receptor]	[*]NC(=O)[C@H](CO)NC([*])=O	
[myosin light chain]	[*]NC(=O)[C@H](CO)NC([*])=O	
[myosin light chain]-phosphate	[*]NC(=O)[C@H](COP(=O)(O)O)NC([*])=O	
[protein]-L-arginine	[*]NC(=O)[C@H](CCCNC(=N)N)NC([*])=O	
[protein]-L-asparagine	[*]NC(=O)[C@H](CC(N)=O)NC([*])=O	
[protein]-L-cysteine	[*]NC(=O)[C@H](CS)NC([*])=O	
[protein]-L-glutamine	[*]NC(=O)[C@H](CCC(N)=O)NC([*])=O	
[protein]-L-isoaspartate	[*]NC(=O)C[C@H](NC([*])=O)C(=O)O	
[protein]-L-isoaspartate-methyl ester	COC(=O)[C@H](CC(=O)N[*])NC([*])=O	
[protein]-L-tyrosine	[*]NC(=O)[C@H](Cc1ccc(O)cc1)NC([*])=O	
[protein]-N-ubiquityllysine	[*]NCC(=O)NCCCC[C@H](N[*])C([*])=O	
[protein]-N6,N6-dimethyl-L-lysine	CN(C)CCCC[C@H](NC([*])=O)C(=O)N[*]	
[protein]-N6-(octanoyl)lysine	CCCCCCCC(=O)N[*]	
[protein]-tyrosine-O-sulfate	[*]NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC([*])=O	
[pyruvate dehydrogenase (acetyl transferring)]	[*]NC(=O)[C@H](CO)NC([*])=O	
[pyruvate dehydrogenase (acetyl transferring)]-phosphate	[*]NC(=O)[C@H](COP(=O)(O)O)NC([*])=O	
acetaldehyde	CC=O	IKHGUXGNUITLKF-UHFFFAOYSA-N
acetamidopropanal	CC(=O)NCCC=O	ARJPPNFIEQKVBB-UHFFFAOYSA-N
acetaminophen-glutathione-conjugate	CC(=O)Nc1ccc(O)c(SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)c1	VFNAXGMNFCUWCI-RYUDHWBXSA-N
acetaminophen/paracetamol	CC(=O)Nc1ccc(O)cc1	RZVAJINKPMORJF-UHFFFAOYSA-N
acetanilide	NC(=O)Cc1ccccc1	LSBDFXRDZJMBSC-UHFFFAOYSA-N
acetate	CC(=O)[O-]	QTBSBXVTEAMEQO-UHFFFAOYSA-M
acetoacetate	CC(=O)CC(=O)O	WDJHALXBUFZDSR-UHFFFAOYSA-N
acetoacetyl-CoA	CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	OJFDKHTZOUZBOS-CITAKDKDSA-N
acetone	CC(C)=O	CSCPPACGZOOCGX-UHFFFAOYSA-N
acetyl adenylate	CC(=O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	UBPVOHPZRZIJHM-WOUKDFQISA-N
acetyl-CoA	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	ZSLZBFCDCINBPY-ZSJPKINUSA-N
acetyl-[ACP]	CC(=O)S	DUYAAUVXQSMXQP-UHFFFAOYSA-N
acetylcarnosine	CC(=O)NCCC(=O)N[C@H](Cc1cnc[nH]1)C(=O)O	BKAYIFDRRZZKNF-SECBINFHSA-N
acetylcholine	CC(=O)OCC[N+](C)(C)C	OIPILFWXSMYKGL-UHFFFAOYSA-N
acgalfuc12gal14acglcgalgluside heparan sulfate	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC([*])=O	
acrylyl-CoA	C=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	POODSGUMUCVRTR-IEXPHMLFSA-N
acyl-CoA pool	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC([*])=O	
acylglycerone-phosphate	*C(=O)OCC(=O)COP(=O)(O)O	
adenine	Nc1ncnc2[nH]cnc12	GFFGJBXGBJISGV-UHFFFAOYSA-N
adenosine	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	OIRDTQYFTABQOQ-KQYNXXCUSA-N
adenylated molybdopterin	Nc1nc2c(c(=O)[nH]1)N[C@H]1C(S)=C([S-])[C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)O[C@H]1N2	XJXFAXLUOKQPAQ-YPRLVJTJSA-K
adenylosuccinate	O=C(O)CC(Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O)C(=O)O	OFBHPPMPBOJXRT-DPXQIYNJSA-N
adenylyl sulfate	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](O)[C@H]1O	IRLPACMLTUPBCL-KQYNXXCUSA-N
adenylylselenate	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O[Se](=O)(=O)O)O)O)N	XCADVMZZFPIERR-KQYNXXCUSA-N
adrenaline	C[NH2+]C[C@H](O)c1ccc(O)c(O)c1	UCTWMZQNUQWSLP-VIFPVBQESA-O
adrenic acid	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O	TWSWSIQAPQLDBP-DOFZRALJSA-N
adrenochrome	CN1CC(O)C2=CC(=O)C(=O)C=C21	RPHLQSHHTJORHI-UHFFFAOYSA-N
adrenochrome-O-semiquinone	CN1CC(C2=CC(=C(C=C21)O)O)O	ADHYBIYGSXQYDM-UHFFFAOYSA-N
aflatoxin B1	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1C=CO[C@@H]1O2	OQIQSTLJSLGHID-WNWIJWBNSA-N
aflatoxin B1 dialdehyde	COC1=C2C3=C(C(=O)OC3)C(=O)OC2=C(C(=C1)O)C(C=O)C(C=O)O	MTRNKJQPSSVUEH-UHFFFAOYSA-N
aflatoxin B1 diol	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@H]1[C@@H](O2)O[C@@H](O)[C@@H]1O	JRZBEIPOZPNWID-KFZJALRRSA-N
aflatoxin B1-endo-8,9-epoxide	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@H]1[C@@H](O2)O[C@H]2O[C@H]21	KHBXRZGALJGBPA-NQZOLGFYSA-N
aflatoxin B1-exo-8,9-epoxide	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@H]1[C@@H](O2)O[C@@H]2O[C@@H]21	KHBXRZGALJGBPA-IRWJRLHMSA-N
aflatoxin B1-exo-8,9-epoxide-GSH	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@H]1[C@@H](O2)O[C@@H](SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)[C@@H]1O	LYDBAPNRLUDIAS-GPQHGYBDSA-N
aflatoxin M1	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@]1(O)C=CO[C@@H]1O2	MJBWDEQAUQTVKK-IAGOWNOFSA-N
aflatoxin M1-8,9-epoxide	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@]1(O)[C@@H](O2)O[C@@H]2O[C@@H]21	XRWIIRKFSUFIPZ-HJWJTTGWSA-N
aflatoxin Q1	COc1cc2c(c3oc(=O)c4c(c13)[C@@H](O)CC4=O)[C@@H]1C=CO[C@@H]1O2	GYNOTJLCULOEIM-XKRJZGAWSA-N
agmatine	NC(=[NH2+])NCCCC[NH3+]	QYPPJABKJHAVHS-UHFFFAOYSA-P
alanine	C[C@H](N)C(=O)O	QNAYBMKLOCPYGJ-REOHCLBHSA-N
albumin	C1=CC=C(C=C1)COC(=O)CCCCCCCCCCCC(=O)O	KQINCEXNMZLESQ-UHFFFAOYSA-N
aldosterone	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12	PQSUYGKTWSAVDQ-ZVIOFETBSA-N
alkyl-glycerone-3-phosphate	*OCC(=O)COP(=O)(O)O	
all-trans-4-hydroxyretinal	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1O	CYVVUYORRQQAQE-RMWYGNQTSA-N
all-trans-4-hydroxyretinol	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1O	IOELQUUUYMBPSA-RMWYGNQTSA-N
all-trans-4-oxoretinal	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1=O	PLILDISEFZJECC-RMWYGNQTSA-N
all-trans-decaprenyl-diphosphate	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C)C)C)C)C)C	FSCYHDCTHRVSKN-CMVHWAPMSA-N
allantoate	NC(=O)NC(NC(N)=O)C(=O)[O-]	NUCLJNSWZCHRKL-UHFFFAOYSA-M
allantoin	NC(=O)NC1NC(=O)NC1=O	POJWUDADGALRAB-UHFFFAOYSA-N
allopregnanolone	CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	AURFZBICLPNKBZ-SYBPFIFISA-N
allopurinol	C1=NNC2=C1C(=O)NC=N2	OFCNXPDARWKPPY-UHFFFAOYSA-N
alloxan	O=C1NC(=O)C(=O)C(=O)N1	HIMXGTXNXJYFGB-UHFFFAOYSA-N
alpha-(1,2-dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde	COc1cc(O)c(C(C=O)C(O)CO)c2oc(=O)c3c(c12)CCC3=O	PRZJYJAOZVCBCB-UHFFFAOYSA-N
alpha-CEHC-glucuronide	CC1=C(C(=C(C2=C1OC(CC2)(C)CCC(=O)O)C)OC3C(C(C(C(O3)C(=O)O)O)O)O)C	MWDYOFPRWKTECC-XOIOWARXSA-N
alpha-D-galactose-1-phosphate	O=P(O)(O)O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O	HXXFSFRBOHSIMQ-FPRJBGLDSA-N
alpha-D-glucose	OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O	WQZGKKKJIJFFOK-DVKNGEFBSA-N
alpha-D-mannosyl-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol	CC(=O)N[C@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@H](OP(=O)(O)OP(=O)(O)OCCC(C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@H](NC(C)=O)[C@H]2O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H]2O)[C@@H]1O	LXNPFZYOWOXRQK-WPFSCCOBSA-N
alpha-NAD(+)	NC(=O)c1ccc[n+]([C@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1	BAWFJGJZGIEFAR-OPDHFMQKSA-M
